event_name,location,transaction_id,transaction_date,category,description,paid_by,total_amount_inr,split_type,number_of_people_in_split,split_between,split_details,source_file,Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency,expense_id,amount,merchant,Transaction Description,Type,Payment_Mode,Month,ATM Name,Transaction Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,11/2/2014,178.0,72.0,106.0,649600.0,298500.0,351100.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,11/2/2014,102.0,66.0,36.0,423900.0,272600.0,151300.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,11/2/2014,278.0,164.0,114.0,1303000.0,718200.0,584800.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,11/2/2014,236.0,62.0,174.0,841100.0,230800.0,610300.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,12/2/2014,128.0,36.0,92.0,485800.0,183700.0,302100.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,12/2/2014,204.0,99.0,105.0,787200.0,395500.0,391700.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,12/2/2014,60.0,36.0,24.0,313300.0,224800.0,88500.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,12/2/2014,183.0,132.0,51.0,1027100.0,791100.0,236000.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,12/2/2014,179.0,61.0,118.0,933600.0,397300.0,536300.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,13-02-2014,118.0,25.0,93.0,361600.0,62900.0,298700.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,13-02-2014,163.0,85.0,78.0,575400.0,355100.0,220300.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,13-02-2014,6.0,2.0,4.0,14700.0,4600.0,10100.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,13-02-2014,213.0,163.0,50.0,1054900.0,823800.0,231100.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,13-02-2014,132.0,54.0,78.0,613800.0,293800.0,320000.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,14-02-2014,132.0,43.0,89.0,559300.0,257700.0,301600.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,14-02-2014,158.0,67.0,91.0,484200.0,257400.0,226800.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,14-02-2014,103.0,76.0,27.0,420800.0,348900.0,71900.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,14-02-2014,247.0,163.0,84.0,930400.0,594900.0,335500.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,14-02-2014,154.0,65.0,89.0,768100.0,365300.0,402800.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,15-02-2014,136.0,34.0,102.0,400300.0,113000.0,287300.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,15-02-2014,230.0,85.0,145.0,832500.0,432900.0,399600.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,15-02-2014,140.0,102.0,38.0,793000.0,671300.0,121700.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,15-02-2014,235.0,164.0,71.0,1068700.0,742700.0,326000.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,15-02-2014,162.0,63.0,99.0,658000.0,281600.0,376400.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,16-02-2014,127.0,38.0,89.0,376100.0,104200.0,271900.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,16-02-2014,116.0,41.0,75.0,434600.0,281000.0,153600.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,16-02-2014,132.0,83.0,49.0,506900.0,378500.0,128400.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,16-02-2014,116.0,75.0,41.0,402700.0,249300.0,153400.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,16-02-2014,182.0,44.0,138.0,525000.0,119400.0,405600.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,17-02-2014,77.0,33.0,44.0,259100.0,181400.0,77700.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,17-02-2014,132.0,84.0,48.0,565600.0,474600.0,91000.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,17-02-2014,90.0,69.0,21.0,451400.0,410700.0,40700.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,17-02-2014,224.0,183.0,41.0,1175400.0,1024800.0,150600.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,17-02-2014,111.0,50.0,61.0,378700.0,205300.0,173400.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,18-02-2014,89.0,34.0,55.0,377600.0,229100.0,148500.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,18-02-2014,131.0,68.0,63.0,423600.0,213200.0,210400.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,18-02-2014,122.0,97.0,25.0,570700.0,516200.0,54500.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,18-02-2014,190.0,151.0,39.0,909200.0,731200.0,178000.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,18-02-2014,102.0,57.0,45.0,484000.0,315200.0,168800.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,19-02-2014,121.0,36.0,85.0,401700.0,181600.0,220100.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,19-02-2014,177.0,70.0,107.0,548000.0,280400.0,267600.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,19-02-2014,77.0,45.0,32.0,359400.0,281800.0,77600.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,19-02-2014,199.0,144.0,55.0,830800.0,637000.0,193800.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,19-02-2014,160.0,67.0,93.0,666100.0,388600.0,277500.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,20-02-2014,130.0,42.0,88.0,363200.0,149800.0,213400.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,20-02-2014,150.0,87.0,63.0,771500.0,601900.0,169600.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,20-02-2014,99.0,78.0,21.0,449200.0,394700.0,54500.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,20-02-2014,233.0,171.0,62.0,1031000.0,820100.0,210900.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,20-02-2014,150.0,54.0,96.0,680200.0,335000.0,345200.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,21-02-2014,147.0,42.0,105.0,484400.0,250200.0,234200.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,21-02-2014,164.0,83.0,81.0,562700.0,351300.0,211400.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,21-02-2014,103.0,64.0,39.0,335400.0,251400.0,84000.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,21-02-2014,230.0,161.0,69.0,1174600.0,908300.0,266300.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,21-02-2014,196.0,66.0,130.0,731200.0,315200.0,416000.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,22-02-2014,123.0,37.0,86.0,316300.0,151700.0,164600.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,22-02-2014,171.0,69.0,102.0,511800.0,268900.0,242900.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,22-02-2014,93.0,67.0,26.0,320300.0,245000.0,75300.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,22-02-2014,216.0,152.0,64.0,830600.0,603200.0,227400.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,22-02-2014,126.0,68.0,58.0,582700.0,378200.0,204500.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,23-02-2014,134.0,47.0,87.0,310700.0,167700.0,143000.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,23-02-2014,94.0,34.0,60.0,208000.0,95400.0,112600.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,23-02-2014,93.0,69.0,24.0,353200.0,292000.0,61200.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,23-02-2014,111.0,81.0,30.0,305700.0,214100.0,91600.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,23-02-2014,146.0,46.0,100.0,482700.0,118200.0,364500.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,24-02-2014,102.0,35.0,67.0,301000.0,99000.0,202000.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,24-02-2014,173.0,90.0,83.0,617700.0,407800.0,209900.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,24-02-2014,105.0,82.0,23.0,508200.0,430200.0,78000.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,24-02-2014,216.0,157.0,59.0,974000.0,704400.0,269600.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,24-02-2014,192.0,44.0,148.0,639800.0,197900.0,441900.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,25-02-2014,94.0,29.0,65.0,271300.0,122400.0,148900.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,25-02-2014,155.0,95.0,60.0,565700.0,415400.0,150300.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,25-02-2014,85.0,66.0,19.0,449300.0,391000.0,58300.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,25-02-2014,234.0,194.0,40.0,1116500.0,940100.0,176400.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,25-02-2014,254.0,71.0,183.0,867100.0,342700.0,524400.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,26-02-2014,94.0,34.0,60.0,222100.0,97600.0,124500.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,26-02-2014,117.0,70.0,47.0,408500.0,245000.0,163500.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,26-02-2014,93.0,66.0,27.0,367100.0,288200.0,78900.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,26-02-2014,215.0,162.0,53.0,873700.0,674900.0,198800.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,26-02-2014,159.0,56.0,103.0,693700.0,329900.0,363800.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,27-02-2014,91.0,42.0,49.0,266000.0,180200.0,85800.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,27-02-2014,137.0,75.0,62.0,506500.0,333200.0,173300.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,27-02-2014,85.0,58.0,27.0,342500.0,277400.0,65100.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,27-02-2014,211.0,165.0,46.0,1107900.0,923600.0,184300.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,27-02-2014,186.0,72.0,114.0,824500.0,417500.0,407000.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,28-02-2014,123.0,45.0,78.0,453000.0,261300.0,191700.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,28-02-2014,160.0,85.0,75.0,540900.0,264400.0,276500.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,28-02-2014,106.0,76.0,30.0,504700.0,376900.0,127800.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,28-02-2014,196.0,134.0,62.0,1088900.0,861800.0,227100.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,28-02-2014,194.0,54.0,140.0,747200.0,220100.0,527100.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,1/3/2014,130.0,47.0,83.0,573800.0,272800.0,301000.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,1/3/2014,175.0,93.0,82.0,805400.0,524300.0,281100.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,1/3/2014,101.0,74.0,27.0,341600.0,284300.0,57300.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,1/3/2014,280.0,209.0,71.0,1456300.0,1049500.0,406800.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,1/3/2014,225.0,66.0,159.0,1119600.0,370100.0,749500.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,2/3/2014,154.0,44.0,110.0,478400.0,153600.0,324800.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,2/3/2014,147.0,48.0,99.0,435300.0,136200.0,299100.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,2/3/2014,143.0,98.0,45.0,845300.0,709600.0,135700.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,2/3/2014,151.0,94.0,57.0,675400.0,441200.0,234200.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,2/3/2014,251.0,70.0,181.0,1017100.0,301400.0,715700.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,3/3/2014,143.0,58.0,85.0,547600.0,325300.0,222300.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,3/3/2014,194.0,101.0,93.0,811400.0,526100.0,285300.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,3/3/2014,72.0,57.0,15.0,355400.0,323000.0,32400.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,3/3/2014,325.0,203.0,122.0,1491900.0,944000.0,547900.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,3/3/2014,373.0,63.0,310.0,1670800.0,292000.0,1378800.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,4/3/2014,128.0,52.0,76.0,563500.0,332000.0,231500.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,4/3/2014,175.0,83.0,92.0,761000.0,468100.0,292900.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,4/3/2014,127.0,97.0,30.0,604200.0,477900.0,126300.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,4/3/2014,244.0,166.0,78.0,1120800.0,838700.0,282100.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,4/3/2014,301.0,84.0,217.0,1487000.0,553100.0,933900.0,TUESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,5/3/2014,131.0,46.0,85.0,460500.0,193700.0,266800.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,5/3/2014,189.0,92.0,97.0,922700.0,571200.0,351500.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,5/3/2014,133.0,93.0,40.0,619500.0,465300.0,154200.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,5/3/2014,299.0,209.0,90.0,1752800.0,1346200.0,406600.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,5/3/2014,294.0,80.0,214.0,1447400.0,512100.0,935300.0,WEDNESDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,6/3/2014,96.0,48.0,48.0,391000.0,238500.0,152500.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,6/3/2014,184.0,117.0,67.0,794400.0,617300.0,177100.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,6/3/2014,137.0,107.0,30.0,660400.0,522800.0,137600.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,6/3/2014,250.0,189.0,61.0,1460700.0,1217600.0,243100.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,6/3/2014,189.0,60.0,129.0,945900.0,243200.0,702700.0,THURSDAY,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,7/3/2014,121.0,33.0,88.0,428200.0,179000.0,249200.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,7/3/2014,163.0,79.0,84.0,586700.0,352500.0,234200.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,7/3/2014,86.0,58.0,28.0,379600.0,295300.0,84300.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,7/3/2014,205.0,150.0,55.0,951900.0,724300.0,227600.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,7/3/2014,211.0,41.0,170.0,908700.0,204600.0,704100.0,FRIDAY,NH,W,WWH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,8/3/2014,159.0,68.0,91.0,683500.0,347700.0,335800.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,8/3/2014,243.0,107.0,136.0,949600.0,588000.0,361600.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,8/3/2014,133.0,98.0,35.0,758300.0,618700.0,139600.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,8/3/2014,302.0,209.0,93.0,1378700.0,1029800.0,348900.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,8/3/2014,272.0,69.0,203.0,1252500.0,362800.0,889700.0,SATURDAY,NH,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,9/3/2014,117.0,31.0,86.0,350000.0,110100.0,239900.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,9/3/2014,160.0,55.0,105.0,493400.0,210200.0,283200.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,9/3/2014,90.0,60.0,30.0,314900.0,236700.0,78200.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,9/3/2014,121.0,74.0,47.0,507600.0,356500.0,151100.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,9/3/2014,136.0,35.0,101.0,529800.0,199000.0,330800.0,SUNDAY,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,10/3/2014,82.0,39.0,43.0,423900.0,273200.0,150700.0,MONDAY,NH,W,HWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,10/3/2014,180.0,110.0,70.0,834100.0,595500.0,238600.0,MONDAY,NH,W,HWW
